Profile: 0/IDA/Te Time: @4.000000 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.9543      0.41619      0.41619      0.41619
  0.9554      0.28794      0.28794      0.28794
  0.9558      0.38446      0.38446      0.38446
  0.9573      0.37727      0.37727      0.37727
  0.9587      0.37796      0.37796      0.37796
  0.9595      0.38761      0.38761      0.38761
  0.9603      0.24319      0.24319      0.24319
  0.9612      0.35252      0.35252      0.35252
  0.9624      0.34162      0.34162      0.34162
  0.9638      0.35686      0.35686      0.35686
  0.9695      0.34650      0.34650      0.34650
  0.9713      0.27139      0.27139      0.27139
  0.9729      0.19880      0.19880      0.19880
  0.9749      0.32024      0.32024      0.32024
  0.9750      0.22386      0.22386      0.22386
  0.9753      0.20809      0.20809      0.20809
  0.9770      0.25367      0.25367      0.25367
  0.9770      0.23093      0.23093      0.23093
  0.9775      0.30508      0.30508      0.30508
  0.9793      0.30540      0.30540      0.30540
  0.9894     0.085995     0.085995     0.085995
  0.9907      0.23921      0.23921      0.23921
  0.9931      0.21116      0.21116      0.21116
  0.9936      0.19240      0.19240      0.19240
  0.9936      0.18181      0.18181      0.18181
  0.9957      0.13790      0.13790      0.13790
  0.9970      0.19107      0.19107      0.19107
  1.0000      0.13240      0.13240      0.13240
  1.0000      0.22579      0.22579      0.22579
  1.0000      0.24402      0.24402      0.24402
  1.0000      0.18255      0.18255      0.18255
  1.0000      0.10967      0.10967      0.10967
  1.0000      0.17341      0.17341      0.17341
  1.0000      0.25743      0.25743      0.25743
  1.0000      0.12373      0.12373      0.12373
  1.0000      0.23608      0.23608      0.23608
  1.0000     0.042795     0.042795     0.042795
  1.0000      0.12437      0.12437      0.12437
  1.0000      0.18345      0.18345      0.18345
  1.0000      0.13642      0.13642      0.13642
  1.0000      0.20977      0.20977      0.20977
  1.0000     0.059422     0.059422     0.059422
  1.0000      0.14643      0.14643      0.14643
  1.0000      0.23481      0.23481      0.23481
  1.0000     0.091291     0.091291     0.091291
  1.0000      0.19135      0.19135      0.19135
  1.0000      0.29008      0.29008      0.29008
  1.0000      0.10716      0.10716      0.10716
  1.0000      0.27189      0.27189      0.27189
  1.0000      0.11048      0.11048      0.11048
  1.0000      0.29892      0.29892      0.29892
  1.0000      0.14394      0.14394      0.14394
  1.0000     0.096552     0.096552     0.096552
  1.0000      0.15789      0.15789      0.15789
  1.0000      0.10323      0.10323      0.10323
  1.0000     0.062885     0.062885     0.062885
  1.0000      0.13723      0.13723      0.13723
  1.0000      0.11936      0.11936      0.11936
  1.0000      0.15953      0.15953      0.15953
  1.0000     0.099092     0.099092     0.099092
  1.0000      0.14398      0.14398      0.14398
  1.0000   0.00011358   0.00011358   0.00011358
  1.0000      0.11313      0.11313      0.11313
  1.0000      0.33164      0.33164      0.33164
  1.0000     0.062387     0.062387     0.062387
  1.0000      0.12411      0.12411      0.12411
  1.0000      0.11632      0.11632      0.11632
  1.0000     0.019984     0.019984     0.019984
  1.0000      0.12653      0.12653      0.12653
  1.0000     0.039356     0.039356     0.039356
  1.0000      0.12150      0.12150      0.12150
  1.0000      0.10766      0.10766      0.10766
  1.0000    0.0093203    0.0093203    0.0093203
  1.0000     0.012620     0.012620     0.012620
  1.0000     0.023237     0.023237     0.023237
  1.0000      0.14696      0.14696      0.14696
  1.0000     0.087564     0.087564     0.087564
  1.0000     0.067481     0.067481     0.067481
  1.0000     0.060935     0.060935     0.060935
  1.0000     0.020000     0.020000     0.020000
